source	target
While it is commonly assumed that Wittgenstein was a part of the Vienna Circle , in reality , this was not actually the case .	subject<is>Snow<and>relation<is>affects<and>object<is>vegetation<then>subject<is>presence of stored water<and>relation<is>can promote<and>object<is>growth<then>subject<is>annual onset of growth<and>relation<is>is dependent on<and>object<is>departure of the snowpack<then>subject<is>plants<and>relation<is>are buried beneath<and>object<is>snowpack
He also wanted to convert Ostia to a major port , and cut a canal through the Isthmus of Corinth .	subject<is>photographs and drawings<and>relation<is>came from<and>object<is>outside the world of traditional architecture<then>subject<is>cover<and>relation<is>showed<and>object<is>promenade deck of an ocean liner<then>subject<is>others<and>relation<is>showed<and>object<is>racing cars<then>subject<is>others<and>relation<is>showed<and>object<is>airplanes<then>subject<is>others<and>relation<is>showed<and>object<is>factories<then>subject<is>others<and>relation<is>showed<and>object<is>huge concrete and steel arches of zeppelin hangers
In addition to state-sponsored torture , individuals or groups may be motivated to inflict torture on others for similar reasons to those of a state ; however , the motive for torture can also be for the sadistic gratification of the torturer , as in the Moors murders .	subject<is>effectiveness of prayer in Christianity<and>relation<is>derives from<and>object<is>power of God<then>subject<is>effectiveness of prayer in Christianity<and>relation<is>derives from<and>object<is>status of the one praying
It is believed that meditation will assist in managing and balancing one 's passions .	subject<is>The Indonesian Civil Aviation Authority<and>relation<is>is overseeing<and>object<is>the efforts
Josh Levin from Marylanders for Marriage Equality said that voters would `` feel the ripples of this monumental victory across the country for years to come . ''	subject<is>Keynes<and>relation<is>developed<and>object<is>the first upper-lower probabilistic interval approach to probability in chapters 15 and 17 of this book<then>subject<is>Keynes<and>relation<is>developed<and>object<is>the first decision weight approach with his conventional coefficient of risk and weight , c , in chapter 26
Germany 's foreign policy during the war involved the creation of allied governments under direct or indirect control from Berlin .	subject<is>This work<and>relation<is>has been described as<and>object<is>Keynes's best book<then>subject<is>Keynes<and>relation<is>was able to bring<and>object<is>all his gifts to bear<then>subject<is>Keynes<and>relation<is>was able to bring<and>object<is>his passion as well as his skill as an economist
However , the modern consensus in the scientific and mathematical community is that these `` Gödelian arguments '' fail .	subject<is>The present version of AirAsia's statement<and>relation<is>lists<and>object<is>a UK passenger<then>subject<is>The present version of AirAsia's statement<and>relation<is>lists<and>object<is>a French crewmember
Russell said he returned from the war a changed man , one with a deeply mystical and ascetic attitude .	subject<is>Madeleine Slade<and>relation<is>was<and>object<is>the daughter of a British admiral<then>subject<is>Madeleine Slade<and>relation<is>was known as<and>object<is>Mirabehn<then>subject<is>Madeleine Slade<and>relation<is>spent<and>object<is>much of her adult life in India<then>subject<is>Madeleine Slade<and>relation<is>was<and>object<is>a devotee of Gandhi
The police were then called at 11:48 am .	subject<is>criteria<and>relation<is>to be used<and>object<is>interconnectedness<then>subject<is>criteria<and>relation<is>to be used<and>object<is>how easily the bank can be substituted for<then>subject<is>criteria<and>relation<is>to be used<and>object<is>its infrastructure and complexity
Antibodies can be secreted into the extracellular environment or anchored in the membranes of specialized B cells known as plasma cells .	subject<is>democracy<and>relation<is>is<and>object<is>inspiring<then>subject<is>democracy<and>relation<is>in action<and>object<is>
This semifinal victory advances the Gliders into the final , where they are to meet the winner of the day 's match between the Netherlands and Germany .	subject<is>Estimations<and>relation<is>indicate<and>object<is>the new office should be ready by early next month
The BEA , which investigates aviation mishaps in France , is liaising with their Indonesian counterparts at the National Transportation Safety Committee to provide assistance .	subject<is>influenza infection<and>relation<is>causes<and>object<is>symptoms in humans<then>subject<is>mechanisms<and>relation<is>by which<and>object<is>influenza infection causes symptoms in humans<then>subject<is>influenza infection<and>relation<is>have been studied intensively<and>object<is>
Finally , the Unicode encoding of Arabic is in logical order , that is , the characters are entered , and stored in computer memory , in the order that they are written and pronounced without worrying about the direction in which they will be displayed on paper or on the screen .	subject<is>A member of the police<and>relation<is>said<and>object<is>after leaving the scene the attackers drove to the northeastern suburbs of Paris<then>subject<is>the attackers<and>relation<is>drove to<and>object<is>the northeastern suburbs of Paris<then>subject<is>the attackers<and>relation<is>abandoned<and>object<is>their vehicle<then>subject<is>the attackers<and>relation<is>hijacked<and>object<is>another car
Similarly , the largest lakers are confined to the Upper Lakes -LRB- Superior , Michigan , Huron , Erie -RRB- because they are too large to use the Seaway locks , beginning at the Welland Canal that bypasses the Niagara River .	subject<is>RK Singh<and>relation<is>indicated that<and>object<is>the Government would still be requesting his extradition to India
It is used in soups and stews , and in barley bread of various cultures .	subject<is>Tests yesterday<and>relation<is>proved negative for<and>object<is>Ebola on the remains of a US soldier<then>subject<is>US soldier<and>relation<is>died in<and>object<is>Texas after deployment to Liberia
In all cases , only human beings have engaged in ethical reasoning .	subject<is>Austria<and>relation<is>ranked<and>object<is>9th worldwide in international tourism receipts<then>subject<is>Austria<and>relation<is>with<and>object<is>18.9 billion US$
The USA team is to meet the loser of that match to contest the bronze .	subject<is>Unemployment in people with HIV/AIDS<and>relation<is>is associated with<and>object<is>suicidal ideation<then>subject<is>Unemployment in people with HIV/AIDS<and>relation<is>is associated with<and>object<is>memory problems<then>subject<is>Unemployment in people with HIV/AIDS<and>relation<is>is associated with<and>object<is>social isolation<then>subject<is>employment<and>relation<is>increases<and>object<is>self-esteem<then>subject<is>employment<and>relation<is>increases<and>object<is>sense of dignity<then>subject<is>employment<and>relation<is>increases<and>object<is>confidence<then>subject<is>employment<and>relation<is>increases<and>object<is>quality of life
They can be categorized by several criteria : architecture , the type of fish they catch , the fishing method used , geographical origin , and technical features such as rigging .	subject<is>The James -- Lange theory<and>relation<is>has remained<and>object<is>influential
Areas for families and friends have been set up at Changi Airport where the flight was headed and at Juanda International Airport where it departed .	subject<is>Henry Ford<and>relation<is>later lived<and>object<is>a few hundred feet away from Edison at his winter retreat in Fort Myers
